CUSTOMER_SUMMARY_FUNDS_UNDER_MANAGEMENT,NUM_ACCOUNTS_WITH_INVESTMENT_OBJECTIVE_SECURE_GROWTH,NUM_ACCOUNTS_WITH_INVESTMENT_OBJECTIVE_INCOME,CUSTOMER_SUMMARY_AVERAGE_SENTIMENT_SCORE,CUSTOMER_INTERNET_BANKING_INDICATOR,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS,CUSTOMER_SUMMARY_NUMBER_OF_ACCOUNTS,NUM_ACCOUNTS_WITH_INVESTMENT_OBJECTIVE_GROWTH,CUSTOMER_FAMILY_SIZE,TARGET,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS_mean,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS_std,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS_std_norm,CUSTOMER_SUMMARY_TOTAL_AMOUNT_OF_DEPOSITS_current_vs_mean,CUSTOMER_EMPLOYMENT_STATUS_Homemaker,CUSTOMER_EMPLOYMENT_STATUS_Retired,CUSTOMER_EMPLOYMENT_STATUS_Selfemployed,CUSTOMER_EMPLOYMENT_STATUS_Unemployed,CUSTOMER_MARKET_GROUP_Gifting,CUSTOMER_MARKET_GROUP_Spending,CUSTOMER_MARKET_GROUP_Starting,CUSTOMER_EDUCATION_LEVEL_High School,CUSTOMER_EDUCATION_LEVEL_PhD,CUSTOMER_EDUCATION_LEVEL_Professional,CUSTOMER_EDUCATION_LEVEL_University,CUSTOMER_GENDER_Male,CUSTOMER_AGE_RANGE_30 to 40,CUSTOMER_AGE_RANGE_40 to 55,CUSTOMER_AGE_RANGE_55 to 65,CUSTOMER_AGE_RANGE_65 and over,CUSTOMER_MARITAL_STATUS_Married,CUSTOMER_MARITAL_STATUS_Single,CUSTOMER_URBAN_CODE_Rural,CUSTOMER_URBAN_CODE_Urban
300000.0,0.0,0.0,3,0,428.0890566243731,3,0.0,2,1,690.4908335573105,387.3430237039691,0.56096765500627,0.6199778995166659,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,1,0,210.03766111075333,2,0.0,2,1,1016.1787615365553,731.7455036777627,0.7200952542752385,0.20669361441205203,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,0,660.2704232763149,2,0.0,2,1,679.4846279363345,95.1089458904431,0.13997218182742244,0.9717223850694383,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
300000.0,0.0,0.0,3,0,1321.689190056696,3,0.0,2,1,1343.3815379974062,394.53953566457665,0.293691348663851,0.9838524296135204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,0.0,0.0,0,0,1140.4584971406075,3,0.0,2,1,1040.3869663101825,239.21159137276183,0.2299255941480556,1.0961868363127778,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,3,0,1110.016589639044,3,0.0,2,1,1649.3604561759428,396.7005718347718,0.24051781425300184,0.6729981827093319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
180000.0,0.0,0.0,0,0,1296.1204425579815,2,0.0,3,1,1082.3024626530073,357.9933037320779,0.3307701091749735,1.1975584342484542,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1250000.0,0.0,0.0,0,1,1030.3925893171438,2,0.0,4,1,847.4296280293339,254.45340415675622,0.300264937335833,1.2159034275368485,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
180000.0,0.0,0.0,1,0,1826.300477936799,3,0.0,3,1,2518.2816005309264,690.463257385226,0.2741803209139345,0.7252169406121072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100000.0,0.0,0.0,0,1,1091.6560098159048,3,0.0,4,1,991.6201064411401,114.52281224880021,0.11549061127836052,1.100881277744344,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1250000.0,0.0,0.0,0,1,381.7088869340096,1,0.0,2,1,485.41621585384837,75.24233486594817,0.15500581234929844,0.7863538020924635,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1250000.0,0.0,0.0,3,0,1931.0755308237472,4,0.0,4,1,1623.935894831964,540.0720933215937,0.33256983544752383,1.189132857380164,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
750000.0,0.0,0.0,0,1,1254.7028632835822,3,0.0,2,1,1474.656019748949,555.8292453784618,0.3769212873610269,0.8508444318405778,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
180000.0,0.0,0.0,0,0,1779.9885179379944,4,0.0,2,1,2285.25006272698,718.5129823180101,0.31441328633445537,0.7789031699287827,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
100000.0,0.0,0.0,0,0,401.5331401966769,2,0.0,2,1,749.9803454737316,433.2085404531129,0.5776265245717512,0.5353915507519668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
300000.0,0.0,0.0,1,0,631.4194461518932,3,0.0,2,1,700.6879268393749,230.961395036836,0.3296209142330226,0.9011421803713185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1250000.0,0.0,0.0,0,1,956.0986497536176,2,0.0,2,1,1463.1469531690454,646.369626430411,0.4417667173009739,0.6534536040161881,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
100000.0,0.0,0.0,1,0,1381.7149410937411,2,0.0,2,1,1346.841296300048,360.62194849893876,0.26775385451100675,1.0258929132107069,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180000.0,0.0,0.0,0,0,1818.700542522993,3,0.0,4,1,2048.2350459727713,800.2837592805994,0.39071871211954556,0.8879354672203819,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
750000.0,0.0,0.0,3,1,2337.404410237615,3,0.0,2,1,1911.393805889049,951.826832766339,0.49797526278139975,1.222879556811379,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
100000.0,0.0,0.0,0,0,1252.1753031745818,2,0.0,3,1,692.229294830403,325.54346243343196,0.4702827009267074,1.808902501708435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1250000.0,0.0,0.0,1,1,977.0566550587488,3,0.0,2,1,1572.9747260890078,759.2945433696461,0.4827124878589314,0.6211521640198695,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
80000.0,0.0,0.0,0,0,185.1164954104697,3,0.0,2,1,1314.7788384650405,921.0821802687088,0.700560545486145,0.140796680015467,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,1,0,864.2751194043034,3,0.0,2,1,1014.565311279201,437.804294337837,0.43151908454847265,0.8518674054749553,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1250000.0,0.0,0.0,1,1,485.8561793888944,3,0.0,4,1,1295.6296674213797,552.3875815378367,0.42634681454710993,0.37499618263285617,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
750000.0,0.0,0.0,1,0,2008.9714659765343,4,0.0,2,1,2602.57279274844,1106.4448275595353,0.4251350166429263,0.7719174931721949,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
100000.0,0.0,0.0,2,0,1445.8671836781668,2,0.0,2,1,1016.1439278082001,449.3241242465392,0.44218551324291366,1.4228960525275884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180000.0,0.0,0.0,2,1,627.7333244823752,2,0.0,2,1,1072.3731098056987,368.10413741589804,0.3432612530564051,0.5853683934653239,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
1250000.0,0.0,0.0,2,0,1564.6043763834696,4,0.0,2,1,2613.9246861402403,1091.5618213349742,0.41759497782118216,0.5985652091200024,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
180000.0,0.0,0.0,3,0,1743.1338853994464,3,0.0,4,1,2282.824050384325,661.0173010300027,0.28956121297158977,0.7635866133029311,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
80000.0,0.0,0.0,2,0,1859.0016401527691,3,0.0,2,1,1180.1561017069992,428.8805889541864,0.3634100508685637,1.5752167340099124,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
150000.0,0.0,0.0,1,1,2282.657143435789,3,0.0,4,1,1610.5496902282102,631.9596133751395,0.3923875290588474,1.4173155645463773,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1250000.0,0.0,0.0,2,1,2490.682884163317,4,0.0,3,1,2264.7287942454145,583.0277415253529,0.25743821644640325,1.099770926431475,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
180000.0,0.0,0.0,0,0,1418.1152398438426,3,0.0,2,1,1648.2198955101485,532.4274936680472,0.3230318327781458,0.8603920166883526,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
180000.0,0.0,0.0,0,1,579.8058465860584,1,0.0,4,1,497.6844911684065,392.98696633173535,0.789630726505312,1.1650068605209232,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
300000.0,0.0,0.0,1,1,475.2215756651596,3,0.0,2,1,589.7868283402778,176.63837685236305,0.29949528942421794,0.805751422090051,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,0.0,0.0,2,1,828.7715000414856,3,0.0,2,1,995.0979249894016,395.0203149551265,0.39696627340403073,0.8328542138707732,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,1,0,1324.1961866326506,2,0.0,2,1,1152.485361548753,445.7259531090315,0.3867519432177848,1.1489917623362662,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,1,867.3647774047822,3,0.0,3,1,917.3740425844181,137.47450612605655,0.14985654677863414,0.9454865051132794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180000.0,0.0,0.0,1,1,63.478760812102536,1,0.0,2,1,374.10613171521226,285.8865041877311,0.7641855611320526,0.16968115577540346,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
100000.0,0.0,0.0,0,1,2007.7842305927784,3,0.0,2,1,1552.9374766039257,500.0215981065134,0.32198437196582846,1.2928944409169285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,0,0,733.6246572126046,1,0.0,2,1,920.4519675462792,444.07187847394255,0.48244981175686946,0.7970265511716871,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,1,116.56045571085208,1,0.0,2,1,478.00269108123985,227.17310396500932,0.4752548640492898,0.2438489529152919,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
300000.0,0.0,0.0,0,0,292.43613980515994,2,0.0,2,1,647.1025063456156,263.85180220840795,0.40774344036844984,0.4519162527381259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
150000.0,0.0,0.0,3,0,857.4687798333763,3,0.0,4,1,1424.2299536471292,515.9285822811172,0.36225089983534003,0.6020578191306774,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
300000.0,0.0,0.0,0,0,814.0173735159135,3,0.0,2,1,667.327242751588,226.58845614400664,0.3395462400271796,1.219817386983152,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
300000.0,0.0,0.0,0,0,1466.1845717855836,3,0.0,2,1,1162.6914259611544,292.70939376279233,0.25175157159245426,1.2610263901907959,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
80000.0,0.0,0.0,2,0,1382.535481981487,3,0.0,2,1,1867.133947741342,581.4307528387238,0.31140280725015806,0.7404586498220601,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,1,1441.4291879520315,3,0.0,2,1,1229.2226231883203,480.97654888237867,0.3912851421777744,1.1726347699437034,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
300000.0,0.0,0.0,0,0,1010.9058905945128,3,0.0,4,1,956.1953984143944,345.8728045146761,0.36171770444431933,1.057216853658616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
100000.0,0.0,0.0,0,0,1993.2626725704376,4,0.0,2,1,2107.2625274867055,627.2848109814113,0.2976775806522611,0.9459014463412713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,0.0,0.0,0,1,173.40126434790173,2,0.0,2,1,387.8951580143192,173.3533274704313,0.4469076859784673,0.4470312680250074,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
750000.0,0.0,0.0,2,0,952.6821038008384,1,0.0,2,1,158.78035063347306,388.93084023220877,2.4494897427831783,6.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,1,0,1115.8835578671565,2,0.0,2,1,722.5251559395161,475.57572417803226,0.6582133788264163,1.544421739082769,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1250000.0,0.0,0.0,2,0,1451.6768914134702,3,0.0,2,1,1985.7924896084144,555.469936421858,0.2797220451424878,0.7310315146270554,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
80000.0,0.0,0.0,0,0,1463.564166531556,2,0.0,2,1,1259.9348816345746,473.25765988625426,0.37562072991603673,1.1616188962343859,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,1,1,576.5822691422844,3,0.0,2,1,820.9643316725895,191.50723482547323,0.23327107821518442,0.7023231666686249,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
150000.0,0.0,0.0,0,1,1344.2217100054818,4,0.0,2,1,1584.6886122094884,413.2621426038319,0.2607844464961679,0.8482560546272052,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
750000.0,0.0,0.0,0,1,3142.6303815489478,3,0.0,2,1,2183.0825893739443,1035.1372338039052,0.4741631117587529,1.4395380169516072,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
750000.0,0.0,0.0,2,1,1318.8332405753556,2,0.0,2,1,1154.3684526726572,484.31617360694463,0.41955077036766664,1.1424716584396606,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
1250000.0,0.0,0.0,0,0,2891.6680921535662,3,0.0,2,1,2637.1136436110405,512.9436526167048,0.19450949861770958,1.0965276749294584,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1250000.0,0.0,0.0,0,1,1290.4652684597984,2,0.0,2,1,1514.0136663944943,501.61481757237254,0.33131459028829585,0.8523471730165693,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
80000.0,0.0,0.0,0,0,1979.884046587549,2,0.0,2,1,1135.3458064390534,456.4647645942144,0.4020491043393112,1.7438599194701225,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
1250000.0,0.0,0.0,0,1,2543.3322566372817,3,0.0,2,1,2096.902290404542,840.8671157922636,0.40100443384514617,1.2128997465812357,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1250000.0,0.0,0.0,0,0,3316.8906958300604,3,0.0,2,1,2177.983598387784,756.4441666460427,0.3473139867563686,1.5229181240324003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
750000.0,0.0,0.0,3,0,1565.081919604766,3,0.0,2,1,1525.0994147640286,800.7215754511952,0.5250291015127608,1.0262163269185463,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
80000.0,0.0,0.0,1,0,1155.6566892323324,3,0.0,4,1,1313.9372986395435,487.2100392732509,0.3708015898305881,0.8795371669781384,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1250000.0,0.0,0.0,1,0,702.3373956567468,1,0.0,4,1,516.6624527828831,259.85801103668655,0.502955091156753,1.3593737881933718,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
150000.0,0.0,0.0,3,1,1093.8929457266486,3,0.0,4,1,1001.1350593528936,419.32394643717487,0.41884852849745813,1.0926527200373057,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1250000.0,0.0,0.0,0,0,1506.073572328912,2,0.0,2,1,1506.104814992955,435.2816200632854,0.2890115055274699,0.9999792559828957,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
750000.0,0.0,0.0,2,1,3303.7764322431904,3,0.0,4,1,2889.0922169953124,359.20701674523406,0.12433213956694442,1.1435344336911315,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
100000.0,0.0,0.0,1,1,1189.296534986896,3,0.0,4,1,755.9661697998381,329.8076499090575,0.43627302792713957,1.573213964457951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
750000.0,0.0,0.0,2,0,1454.8174502314523,3,0.0,2,1,1374.3868140371414,400.365297689795,0.29130467027237905,1.0585211058290445,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,1,1575.5481115709647,3,0.0,2,1,1053.868220762226,389.765419615009,0.36984265388807847,1.4950143485979925,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
100000.0,0.0,0.0,0,1,1677.9256594996357,3,0.0,2,1,1813.048913842332,454.3509059004986,0.2506004677709486,0.9254718097724488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1250000.0,0.0,0.0,0,1,2079.6732819753697,3,0.0,2,1,1814.5793060798833,847.5250555720213,0.4670642130285105,1.1460911490653891,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,2,0,1046.4751886580102,3,0.0,2,1,1263.049409595551,248.17798156610579,0.19649111086285723,0.8285306819414995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180000.0,0.0,0.0,1,1,886.4481905580328,3,0.0,2,1,979.3573522623541,278.63649608035695,0.28450952600365503,0.9051325223732711,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,0,1,1561.9970084185202,3,0.0,2,1,1259.797664964815,501.83730366258976,0.39834754232268366,1.239879269392157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,0.0,0.0,0,0,770.1237201162596,3,0.0,2,1,841.6462418254515,188.62408481301563,0.2241132621276936,0.9150206842793401,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
80000.0,0.0,0.0,0,0,3147.7765269271367,4,0.0,4,1,2949.9203614552675,1153.0020424068134,0.39085870163559583,1.0670716972760113,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
100000.0,0.0,0.0,0,1,1412.4822822058716,4,0.0,2,1,1169.6716686319166,264.28930463269666,0.2259517022771163,1.2075886935501767,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1250000.0,0.0,0.0,1,1,1110.9063527499054,3,0.0,4,1,1010.8693200624544,285.1847537223546,0.2821183194131711,1.09896138966931,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1250000.0,0.0,0.0,2,0,1939.3869600802411,3,0.0,2,1,2397.0790486270666,670.6122370761088,0.2797622537563806,0.809062580222805,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1250000.0,0.0,0.0,0,1,3317.932622509336,4,0.0,2,1,2290.5093382848963,619.1546984488524,0.2703131081371043,1.4485566887030292,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
150000.0,0.0,0.0,0,0,688.4853100660359,2,0.0,4,1,786.3135055050653,316.6621819663435,0.40271746542486875,0.875586270928677,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
180000.0,0.0,0.0,3,0,1878.8166879253552,4,0.0,4,1,1917.5528474129187,676.7952249081163,0.35294736508629726,0.9797991697909005,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
180000.0,0.0,0.0,0,1,1880.4070352610677,3,0.0,4,1,1591.4222795914748,642.0026235468042,0.4034143745377306,1.1815889845049654,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
80000.0,0.0,0.0,2,0,2265.477482326586,3,0.0,2,1,1732.2255687484478,491.5496081576535,0.28376766688232385,1.3078420750730626,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
300000.0,0.0,0.0,1,1,571.6804400702117,1,0.0,2,1,303.7898319273624,290.72719713532643,0.9570010796307385,1.8818287512891585,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
300000.0,0.0,0.0,3,0,358.75778558154946,2,0.0,2,1,721.2644916613449,274.749288233568,0.3809272346136387,0.49740114719247386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,0.0,0.0,0,0,626.256753927342,3,0.0,2,1,797.7290307539976,319.45821841105976,0.4004595622013583,0.7850494714169003,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
150000.0,0.0,0.0,3,1,786.9208251279632,2,0.0,2,1,651.7334649504792,265.2315080042553,0.4069631563639416,1.2074273724577822,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
300000.0,0.0,0.0,2,0,612.5193151693478,2,0.0,2,1,620.0820631329171,266.1548377743227,0.42922518421125705,0.9878036337233186,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1250000.0,0.0,0.0,3,1,2579.0392215850925,3,0.0,2,1,2291.7525360252794,652.6240895619545,0.28477075046411365,1.1253567656384365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,0.0,0.0,3,0,405.2338434126873,2,0.0,2,1,563.1163943031239,187.4404977974959,0.3328627965617304,0.7196271454930347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
180000.0,0.0,0.0,0,1,1115.4662974214252,4,0.0,4,1,1530.0461463425645,662.092529039253,0.43272716357080127,0.7290409508810212,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
150000.0,0.0,0.0,0,0,975.522974803998,2,0.0,2,1,920.6943426551097,187.2673922455912,0.20339800471190816,1.0595513946471884,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
80000.0,0.0,0.0,1,0,1681.3508211055034,3,0.0,2,1,1433.949584117743,418.4060962972759,0.29178577889452506,1.172531335639654,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
